Gear Box,Length,Width,modelYear,Height,Kerb Weight,No of Cylinder,km,transmission,Registration Year,Wheel Base,Engine Displacement,model,Mileage,State,Color,Rear Brake Type,bt,oem,Tyre Type,price
6 Speed,4735.0,1830.0,2018,1795.0,1835.0,4.0,59577,Automatic,2018.0,2750.0,2755.0,Toyota Innova Crysta,11.36,bangalore,Silver,Drum,MUV,Toyota,Tubeless Radial,2165000.0
5 Speed,4597.0,1788.0,2010,1477.0,1520.0,4.0,100000,Manual,2010.0,2685.0,1991.0,Chevrolet Cruze,18.3,bangalore,Others,Disc,Sedan,Chevrolet,Tubeless Radial,445000.0
5 Speed,4815.0,1820.0,2004,1480.0,1211.4827735332276,4.0,100000,Manual,2004.0,2775.0,2362.0,Toyota Camry,13.4,bangalore,Black,Disc,Sedan,Toyota,Tubeless Radial,120000.0
5 Speed,3585.0,1595.0,2012,1550.0,960.0,4.0,50000,Manual,2012.0,2380.0,1197.0,Hyundai i10,20.36,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,320000.0
6 Speed,3995.0,1790.0,2022,1642.0,1220.0,4.0,20000,Automatic,2022.0,2500.0,1493.0,Kia Sonet,19.255853130413264,bangalore,Others,Drum,SUV,Kia,Tubeless Radial,1350000.0
5 Speed,3495.0,1475.0,2006,1460.0,705.0,3.0,120000,Manual,2006.0,2360.0,796.0,Maruti Alto,19.7,bangalore,Others,Drum,Hatchback,Maruti,Tubeless Radial,165000.0
5 Speed,3989.0,1687.0,2018,1505.0,1060.0,4.0,50000,Manual,2018.0,2510.0,1368.0,Fiat Punto Abarth,16.3,bangalore,Black,Disc,Hatchback,Fiat,Tubeless Radial,525000.0
6 Speed,4270.0,1780.0,2015,1630.0,1280.0,4.0,80000,Manual,2015.0,2590.0,1582.0,Hyundai Creta,19.67,bangalore,White,Drum,SUV,Hyundai,Tubeless,888000.0000000001
5 Speed,3995.0,1835.0,2015,1826.0,1725.0,3.0,80000,Manual,2015.0,2680.0,1493.0,Mahindra TUV 300,18.49,bangalore,Silver,Drum,SUV,Mahindra,Tubeless Radial,575000.0
5 Speed,3995.0,1735.0,2017,1515.0,1211.4827735332276,4.0,94932,Manual,2017.0,2450.0,1248.0,Maruti Swift Dzire,28.4,bangalore,Silver,Drum,Sedan,Maruti,Tubeless Radial,707000.0
5 Speed,3995.0,1745.0,2016,1510.0,870.0,4.0,75140,Manual,2016.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Red,Drum,Hatchback,Maruti,Tubeless Radial,593000.0
5 Speed,3640.0,1595.0,2011,1520.0,990.0,4.0,88000,Manual,2011.0,2375.0,1199.0,Chevrolet Beat,18.6,bangalore,Blue,Drum,Hatchback,Chevrolet,Tubeless Radial,250000.0
5 Speed,3985.0,1734.0,2016,1505.0,1066.0,4.0,73969,Manual,2016.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,685000.0
5 Speed,4375.0,1700.0,2016,1475.0,1250.0,4.0,62598,Manual,2016.0,2570.0,1591.0,Hyundai Verna,17.01,bangalore,Silver,Drum,Sedan,Hyundai,Tubeless,699000.0
7 Speed,4620.0,1775.0,2017,1475.0,1310.0,4.0,70000,Automatic,2017.0,2700.0,1798.0,Toyota Corolla Altis,14.28,bangalore,Others,Disc,Sedan,Toyota,Tubeless Radial,1200000.0
5 Speed,3445.0,1515.0,2021,1475.0,762.0,3.0,24343,Manual,2021.0,2360.0,796.0,Maruti Alto 800,22.05,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless,425000.0
5 Speed,3970.0,1682.0,2014,1453.0,1115.0,3.0,110000,Manual,2014.0,2456.0,1199.0,Volkswagen Polo,22.07,bangalore,Silver,Drum,Hatchback,Volkswagen,Tubeless Radial,380000.0
5 Speed,3971.0,1682.0,2017,1469.0,1211.4827735332276,3.0,58917,Manual,2017.0,2469.0,1199.0,Volkswagen Polo,16.2,bangalore,White,Drum,Hatchback,Volkswagen,Tubeless Radial,574000.0
5 Speed,3845.0,1735.0,2016,1530.0,1211.4827735332276,4.0,72338,Manual,2016.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,573000.0
5 Speed,3690.0,1665.0,2003,1485.0,995.0,4.0,50000,Manual,2003.0,2400.0,1396.0,Tata Indica V2,17.88,bangalore,Others,Drum,Hatchback,Tata,Tubeless Radial,70000.0
6 Speed,4585.0,1890.0,2015,1785.0,1840.0,4.0,110000,Manual,2015.0,2700.0,2179.0,Mahindra XUV500,16.0,bangalore,Others,Disc,SUV,Mahindra,Tubeless,685000.0
5 Speed,3610.0,1680.0,2012,1500.0,1211.4827735332276,4.0,41000,Automatic,2012.0,2345.0,1198.0,Honda Brio,18.4,bangalore,Silver,Drum,Hatchback,Honda,Tubeless Radial,425000.0
4 Speed,3565.0,1595.0,2009,1550.0,960.0,4.0,70000,Automatic,2009.0,2380.0,1197.0,Hyundai i10,19.2,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,265000.0
5 Speed,4160.0,1690.0,2019,1530.0,1035.0,4.0,25887,Manual,2019.0,2390.0,1298.0,Maruti Swift Dzire,17.5,bangalore,Orange,Drum,Sedan,Maruti,Tubeless Radial,600000.0
5 Speed,4440.0,1695.0,2016,1495.0,1049.0,4.0,40000,Manual,2016.0,2600.0,1497.0,Honda City,17.8,bangalore,Others,Drum,Sedan,Honda,Tubeless Radial,650000.0
5 Speed,3840.0,1735.0,2015,1530.0,1211.4827735332276,4.0,50000,Manual,2015.0,2450.0,1248.0,Maruti Swift,25.2,bangalore,Others,Drum,Hatchback,Maruti,Tubeless,430000.0
5 Speed,3675.0,1475.0,2021,1825.0,940.0,4.0,10000,Manual,2021.0,2350.0,1196.0,Maruti Eeco,16.11,bangalore,Others,Drum,Minivans,Maruti,Tubeless,530000.0
6 Speed,3971.0,1682.0,2022,1469.0,1211.4827735332276,3.0,20000,Manual,2022.0,2470.0,999.0,Volkswagen Polo,18.24,bangalore,Others,Drum,Hatchback,Volkswagen,Tubeless Radial,1075000.0
6 Speed,4440.0,1729.0,2017,1475.0,1228.0,4.0,60000,Manual,2017.0,2600.0,1591.0,Hyundai Verna,17.0,bangalore,Others,Drum,Sedan,Hyundai,Tubeless,750000.0
5 Speed,3985.0,1734.0,2017,1505.0,1066.0,4.0,64235,Manual,2017.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,615000.0
5 Speed,3995.0,1745.0,2018,1510.0,985.0,4.0,83873,Manual,2018.0,2520.0,1248.0,Maruti Baleno,27.39,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,746000.0
5 Speed,4386.0,1699.0,2012,1466.0,1205.0,4.0,120000,Manual,2012.0,2552.0,1598.0,Skoda Rapid,20.5,bangalore,Others,Drum,Sedan,Skoda,Tubeless Radial,370000.0
5 Speed,4375.0,1700.0,2016,1475.0,1290.0,4.0,93059,Manual,2016.0,2570.0,1591.0,Hyundai Verna,17.01,bangalore,Silver,Drum,Sedan,Hyundai,Tubeless,667000.0
5 Speed,3995.0,1745.0,2017,1510.0,870.0,4.0,45681,Manual,2017.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Blue,Drum,Hatchback,Maruti,Tubeless Radial,634000.0
5 Speed,4105.515681544029,1731.3379193820904,1998,1570.6731884057972,1211.4827735332276,3.0,50000,Manual,2016.612480461705,2548.347369705846,970.0,Maruti 1000,15.0,bangalore,White,Drum,Sedan,Maruti,Tubeless Radial,40000.0
5 Speed,3955.0,1694.0,2017,1544.0,1044.0,4.0,45938,Manual,2017.0,2530.0,1199.0,Honda Jazz,18.7,bangalore,Brown,Drum,Hatchback,Honda,Tubeless Radial,579000.0
5 Speed,3995.0,1745.0,2018,1510.0,870.0,4.0,40000,Manual,2018.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Others,Drum,Hatchback,Maruti,Tubeless Radial,510000.0
5 Speed,3845.0,1735.0,2018,1530.0,1211.4827735332276,4.0,57423,Manual,2018.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Blue,Drum,Hatchback,Maruti,Tubeless Radial,634000.0
4 Speed,3765.0,1660.0,2015,1520.0,935.0,4.0,60942,Automatic,2015.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Silver,Drum,Hatchback,Hyundai,Tubeless,527000.0
6 Speed,4270.0,1780.0,2018,1630.0,1280.0,4.0,70000,Automatic,2018.0,2590.0,1591.0,Hyundai Creta,13.0,bangalore,Others,Drum,SUV,Hyundai,Tubeless,900000.0
6 Speed,4395.0,1818.0,2018,1640.0,1211.4827735332276,4.0,80000,Manual,2018.0,2636.0,1956.0,Jeep Compass,17.1,bangalore,Others,Disc,SUV,Jeep,Tubeless Radial,1500000.0
8 Speed,4500.0,2099.0,2021,1710.0,1510.0,4.0,19875,Automatic,2021.0,2730.0,1997.0,Citroen C5 Aircross,18.6,bangalore,Black,Disc,SUV,Citroen,Tubeless,3000000.0
6 Speed,4695.0,1890.0,2022,1755.0,1890.0,4.0,20000,Automatic,2022.0,2750.0,2198.0,Mahindra XUV700,19.255853130413264,bangalore,Black,Disc,SUV,Mahindra,Tubeless Radial,2750000.0
5 Speed,3805.0,1680.0,2021,1520.0,1160.0,4.0,10000,Manual,2021.0,2450.0,1197.0,Hyundai Grand i10 Nios,20.7,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,650000.0
5 Speed,4585.0,1760.0,2012,1760.0,1675.0,4.0,120000,Manual,2012.0,2750.0,2494.0,Toyota Innova,12.99,bangalore,Others,Drum,MUV,Toyota,Tubeless Radial,965000.0
7 Speed,4509.0,1839.0,2022,1665.0,1703.0,4.0,20000,Automatic,2022.0,2679.0,1984.0,Volkswagen Tiguan,12.65,bangalore,Black,Disc,SUV,Volkswagen,Tubeless Radial,3600000.0
6 Speed,4370.0,1700.0,2013,1475.0,1260.0,4.0,120000,Manual,2013.0,2570.0,1582.0,Hyundai Verna,22.32,bangalore,Others,Disc,Sedan,Hyundai,Tubeless Radial,400000.0
5 Speed,4560.0,1730.0,2009,1487.0,1240.0,4.0,50000,Manual,2009.0,2548.347369705846,1368.0,Fiat Linea,16.0,bangalore,Others,Drum,Sedan,Fiat,Tubeless Radial,300000.0
8 Speed,4824.0,1828.0,2018,1508.0,1720.0,4.0,30000,Automatic,2018.0,2920.0,1995.0,BMW 3 Series GT,21.76,bangalore,Blue,Disc,Sedan,BMW,Runflat,3400000.0
6 Speed,3995.0,1775.0,2020,1505.0,1240.0,3.0,14949,Manual,2020.0,2580.0,998.0,Hyundai i20,20.0,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless Radial,982000.0
5 Speed,3995.0,1745.0,2017,1510.0,935.0,4.0,77995,Automatic,2017.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,674000.0
6 Speed,3993.0,1811.0,2021,1606.0,1345.0,3.0,20000,Manual,2021.0,2498.0,1199.0,Tata Nexon,17.33,bangalore,Others,Drum,SUV,Tata,Tubeless Radial,810000.0
5 Speed,4490.0,1730.0,2020,1485.0,1105.0,4.0,40908,Manual,2020.0,2650.0,1462.0,Maruti Ciaz,20.65,bangalore,Blue,Drum,Sedan,Maruti,Tubeless Radial,792000.0
4 Speed,3765.0,1660.0,2016,1520.0,935.0,4.0,39693,Automatic,2016.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,513000.0
5 Speed,4300.0,1695.0,2010,1490.0,1210.0,4.0,40000,Manual,2010.0,2500.0,1599.0,Hyundai Verna,16.2,bangalore,Others,Drum,Sedan,Hyundai,Tubeless Radial,360000.0
5 Speed,3845.0,1735.0,2016,1530.0,1211.4827735332276,4.0,63411,Manual,2016.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,White,Drum,Hatchback,Maruti,Tubeless Radial,579000.0
5 Speed,3840.0,1735.0,2018,1530.0,855.0,4.0,30000,Manual,2018.0,2450.0,1197.0,Maruti Swift,22.0,bangalore,Others,Drum,Hatchback,Maruti,Tubeless,550000.0
5 Speed,3765.0,1660.0,2014,1520.0,935.0,4.0,94221,Manual,2014.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,383000.0
5 Speed,3985.0,1734.0,2017,1505.0,1066.0,4.0,93975,Manual,2017.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,White,Drum,Hatchback,Hyundai,Tubeless,605000.0
6 Speed,3995.0,1821.0,2019,1627.0,1450.0,3.0,30000,Manual,2019.0,2600.0,1197.0,Mahindra XUV300,16.82,bangalore,Red,Disc,SUV,Mahindra,Tubeless Radial,985000.0
6 Speed,3971.0,1682.0,2020,1469.0,1211.4827735332276,3.0,30155,Manual,2021.0,2470.0,999.0,Volkswagen Polo,18.24,bangalore,Grey,Drum,Hatchback,Volkswagen,Tubeless Radial,935000.0
5 Speed,3971.0,1682.0,2016,1469.0,1053.0,3.0,59006,Manual,2016.0,2469.0,1198.0,Volkswagen Polo,16.47,bangalore,White,Drum,Hatchback,Volkswagen,Tubeless Radial,675000.0
5 Speed,3535.0,1495.0,2004,1405.0,765.0,4.0,100000,Manual,2004.0,2335.0,993.0,Maruti Zen,17.3,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,135000.0
6 Speed,3993.0,1811.0,2022,1606.0,1250.0,3.0,18570,Automatic,2022.0,2498.0,1199.0,Tata Nexon,16.35,bangalore,White,Drum,SUV,Tata,Tubeless Radial,1345000.0
5 Speed,4735.0,1830.0,2021,1795.0,1840.0,4.0,48246,Manual,2021.0,2750.0,2393.0,Toyota Innova Crysta,12.0,bangalore,White,Drum,MUV,Toyota,Tubeless Radial,2365000.0
7 Speed,4686.0,2020.0,2017,1442.0,1655.0,4.0,10000,Automatic,2017.0,2840.0,2143.0,Mercedes-Benz C-Class,19.27,bangalore,Others,Disc,Sedan,Mercedes-Benz,Tubeless Radial,3200000.0
5 Speed,3995.0,1745.0,2016,1510.0,985.0,4.0,61263,Manual,2016.0,2520.0,1248.0,Maruti Baleno,27.39,bangalore,Red,Drum,Hatchback,Maruti,Tubeless Radial,734000.0
5 Speed,3999.0,1734.0,2017,1601.0,1103.0,4.0,65507,Manual,2017.0,2555.0,1199.0,Honda WR-V,17.5,bangalore,White,Drum,SUV,Honda,Tubeless Radial,701000.0
5 Speed,4315.0,1822.0,2014,1695.0,1200.0,4.0,100000,Manual,2014.0,2673.0,1461.0,Renault Duster,20.46,bangalore,Others,Drum,SUV,Renault,Tubeless Radial,535000.0
5 Speed,3999.0,1734.0,2017,1601.0,1103.0,4.0,26158,Manual,2017.0,2555.0,1199.0,Honda WR-V,17.5,bangalore,Silver,Drum,SUV,Honda,Tubeless Radial,789000.0
5 Speed,3845.0,1735.0,2015,1530.0,1211.4827735332276,4.0,35250,Manual,2015.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,White,Drum,Hatchback,Maruti,Tubeless Radial,548000.0
5 Speed,3985.0,1850.0,2012,1880.0,1640.0,3.0,65965,Manual,2012.0,2760.0,1493.0,Mahindra Quanto,17.21,bangalore,Red,Drum,SUV,Mahindra,Tubeless Radial,350000.0
5 Speed,3695.0,1655.0,2015,1555.0,810.0,3.0,40304,Manual,2015.0,2435.0,998.0,Maruti Celerio,25.24,bangalore,Others,Drum,Hatchback,Maruti,Tubeless Radial,477000.0
6 Speed,4500.0,2195.0,2013,1740.0,2045.0,4.0,80000,Automatic,2013.0,2660.0,2179.0,Land Rover Freelander 2,12.35,bangalore,Silver,Disc,SUV,Land Rover,Tubeless Radial,1525000.0
5 Speed,3845.0,1735.0,2014,1530.0,1211.4827735332276,4.0,56661,Manual,2014.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,515000.00000000006
5 Speed,3985.0,1734.0,2016,1505.0,1066.0,4.0,90213,Manual,2016.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Silver,Drum,Hatchback,Hyundai,Tubeless,562000.0
5 Speed,4384.0,1699.0,2010,1466.0,1121.0,4.0,70000,Manual,2010.0,2552.0,1598.0,Volkswagen Vento,15.04,bangalore,Others,Drum,Sedan,Volkswagen,Tubeless Radial,345000.0
6 Speed,4370.0,1700.0,2013,1475.0,1260.0,4.0,120000,Manual,2013.0,2570.0,1582.0,Hyundai Verna,22.32,bangalore,Others,Disc,Sedan,Hyundai,Tubeless Radial,475000.0
5 Speed,3994.0,1758.0,2021,1572.0,939.0,3.0,10000,Manual,2021.0,2500.0,999.0,Nissan Magnite,18.75,bangalore,Others,Drum,SUV,Nissan,Tubeless Radial,670000.0
7 Speed,3989.0,1694.0,2021,1544.0,1085.0,4.0,20739,Automatic,2021.0,2530.0,1199.0,Honda Jazz,17.1,bangalore,Brown,Drum,Hatchback,Honda,Tubeless Radial,950000.0
5 Speed,3985.0,1734.0,2020,1505.0,1160.0,4.0,20000,Manual,2020.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless,700000.0
5 Speed,4056.0,1608.0,2004,1420.0,1060.0,4.0,70000,Manual,2004.0,2443.0,1389.0,OpelCorsa,14.2,bangalore,Silver,Drum,Sedan,Opel,Tubeless Radial,80000.0
6 Speed,3985.0,1855.0,2021,1855.0,1845.0,4.0,10000,Automatic,2021.0,2450.0,1997.0,Mahindra Thar,15.2,bangalore,Red,Drum,SUV,Mahindra,Tubeless Radial,1500000.0
5 Speed,4597.0,1788.0,2009,1477.0,1520.0,4.0,60000,Manual,2009.0,2685.0,1991.0,Chevrolet Cruze,18.3,bangalore,White,Disc,Sedan,Chevrolet,Tubeless Radial,370000.0
6 Speed,3985.0,1734.0,2015,1505.0,1515.0,4.0,70000,Manual,2015.0,2570.0,1396.0,Hyundai i20,22.54,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless,550000.0
5 Speed,3985.0,1734.0,2015,1505.0,1066.0,4.0,47127,Manual,2015.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Silver,Drum,Hatchback,Hyundai,Tubeless,581000.0
5 Speed,3840.0,1735.0,2017,1530.0,1211.4827735332276,4.0,47038,Manual,2017.0,2450.0,1197.0,Maruti Swift,20.4,bangalore,Others,Drum,Hatchback,Maruti,Tubeless,582000.0
5 Speed,4390.0,1695.0,2007,1495.0,1060.0,4.0,120000,Manual,2007.0,2450.0,1497.0,Honda City,17.7,bangalore,Others,Drum,Sedan,Honda,Tubeless Radial,185000.0
5 Speed,3765.0,1660.0,2018,1520.0,1100.0,4.0,40769,Manual,2018.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Blue,Drum,Hatchback,Hyundai,Tubeless,531000.0
5 Speed,3765.0,1660.0,2017,1520.0,1060.0,4.0,34757,Manual,2017.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Orange,Drum,Hatchback,Hyundai,Tubeless,558000.0
5 Speed,4105.515681544029,1731.3379193820904,2006,1570.6731884057972,1070.0,4.0,100000,Manual,2006.0,2548.347369705846,1086.0,Hyundai Santro Xing,17.0,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,155000.0
4 Speed,3765.0,1660.0,2016,1520.0,935.0,4.0,88119,Automatic,2016.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Blue,Drum,Hatchback,Hyundai,Tubeless,508000.0
5 Speed,4705.0,1840.0,2015,1850.0,2000.0,4.0,120000,Automatic,2015.0,2750.0,2982.0,Toyota Fortuner,12.55,bangalore,Others,Drum,SUV,Toyota,Tubeless Radial,2060000.0
5 Speed,3765.0,1660.0,2017,1520.0,1060.0,4.0,57176,Manual,2017.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Orange,Drum,Hatchback,Hyundai,Tubeless,542000.0
5 Speed,3845.0,1735.0,2015,1530.0,1211.4827735332276,4.0,62223,Manual,2015.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,501000.0
5 Speed,4395.0,1735.0,2018,1690.0,1211.4827735332276,4.0,55000,Manual,2018.0,2740.0,1462.0,Maruti Ertiga,19.34,bangalore,Grey,Drum,MUV,Maruti,Tubeless Radial,875000.0
6 Speed,4456.0,1820.0,2020,1995.0,1795.0,4.0,52000,Manual,2020.0,2680.0,2179.0,Mahindra Scorpio,19.255853130413264,bangalore,Black,Drum,SUV,Mahindra,Tubeless Radial,1370000.0
5 Speed,3675.0,1475.0,2018,1825.0,940.0,4.0,63251,Manual,2019.0,2350.0,1196.0,Maruti Eeco,16.11,bangalore,Silver,Drum,Minivans,Maruti,Tubeless,485000.0
5 Speed,3585.0,1595.0,2010,1550.0,930.0,4.0,20000,Manual,2010.0,2380.0,1197.0,Hyundai i10,20.36,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless Radial,300000.0
5 Speed,4597.0,1788.0,2009,1477.0,1520.0,4.0,60000,Manual,2009.0,2685.0,1991.0,Chevrolet Cruze,18.3,bangalore,White,Disc,Sedan,Chevrolet,Tubeless Radial,350000.0
8 Speed,4500.0,2099.0,2021,1710.0,1530.0,4.0,20000,Automatic,2021.0,2730.0,1997.0,Citroen C5 Aircross,18.6,bangalore,Blue,Disc,SUV,Citroen,Tubeless,3250000.0
5 Speed,4140.0,1634.0,2004,1379.0,1120.0,4.0,80000,Manual,2004.0,2486.0,1597.0,Ford Ikon,14.2,bangalore,Silver,Drum,Sedan,Ford,Tubeless Radial,55000.0
4 Speed,3765.0,1660.0,2018,1520.0,1200.0,4.0,40000,Automatic,2018.0,2425.0,1197.0,Hyundai Grand i10,18.9,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,630000.0
6 Speed,4661.0,1894.0,2022,1786.0,1825.0,4.0,20000,Automatic,2022.0,2741.0,1956.0,Tata New Safari,14.08,bangalore,Others,Disc,SUV,Tata,Tubeless Radial,2475000.0
5 Speed,3995.0,1710.0,2012,1505.0,1040.0,4.0,67444,Manual,2012.0,2525.0,1197.0,Hyundai i20,18.5,bangalore,Others,Drum,Hatchback,Hyundai,Tubeless Radial,417000.0
5 Speed,3995.0,1745.0,2016,1510.0,910.0,4.0,63837,Automatic,2016.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Red,Drum,Hatchback,Maruti,Tubeless Radial,631000.0
5 Speed,4520.0,1850.0,2012,1895.0,1830.0,4.0,61000,Manual,2012.0,2760.0,2498.0,Mahindra Xylo,14.0,bangalore,Brown,Drum,MUV,Mahindra,Tubeless Radial,465000.00000000006
5 Speed,3845.0,1735.0,2016,1530.0,1211.4827735332276,4.0,60777,Manual,2016.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,544000.0
5 Speed,3995.0,1745.0,2016,1510.0,880.0,4.0,39248,Manual,2016.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Blue,Drum,Hatchback,Maruti,Tubeless Radial,704000.0
8 Speed,4907.0,2102.0,2014,1464.0,1550.0,4.0,66000,Automatic,2014.0,2968.0,1995.0,BMW 5 Series,18.12,bangalore,Grey,Disc,Sedan,BMW,Tubeless Radial,1975000.0
5 Speed,3610.0,1680.0,2015,1500.0,925.0,4.0,96198,Manual,2015.0,2345.0,1198.0,Honda Brio,19.4,bangalore,White,Drum,Hatchback,Honda,Tubeless Radial,359000.0
5 Speed,4440.0,1695.0,2013,1485.0,1150.0,4.0,50000,Automatic,2013.0,2550.0,1497.0,Honda City,16.8,bangalore,Others,Drum,Sedan,Honda,Tubeless Radial,520000.0
5 Speed,3599.0,1495.0,2015,1700.0,885.0,3.0,81207,Manual,2015.0,2400.0,998.0,Maruti Wagon R,20.51,bangalore,Brown,Drum,Hatchback,Maruti,Tubeless,335000.0
5 Speed,3845.0,1735.0,2021,1530.0,1211.4827735332276,4.0,48148,Manual,2021.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,766000.0
5 Speed,3715.0,1635.0,2015,1565.0,835.0,3.0,120000,Manual,2015.0,2425.0,998.0,Maruti Celerio,23.1,bangalore,Others,Drum,Hatchback,Maruti,Tubeless Radial,350000.0
5 Speed,3995.0,1706.0,2018,1570.0,1155.0,4.0,90000,Manual,2018.0,2470.0,1248.0,Tata Zest,20.65,bangalore,White,Drum,Sedan,Tata,Tubeless Radial,480000.0
5 Speed,3760.0,1640.0,2017,1904.0,1625.0,4.0,60000,Manual,2017.0,2430.0,2523.0,Mahindra Thar,18.06,bangalore,Others,Drum,SUV,Mahindra,Tubeless,822000.0000000001
5 Speed,4560.0,1730.0,2009,1487.0,1240.0,4.0,120000,Manual,2009.0,2548.347369705846,1368.0,Fiat Linea,16.0,bangalore,Silver,Drum,Sedan,Fiat,Tubeless Radial,190000.0
5 Speed,4950.0,1845.0,2008,1475.0,1525.0,4.0,70000,Automatic,2008.0,2800.0,2354.0,Honda New Accord,11.7,bangalore,Blue,Disc,Sedan,Honda,Tubeless Radial,600000.0
6 Speed,3995.0,1821.0,2022,1627.0,1450.0,4.0,30000,Manual,2022.0,2600.0,1497.0,Mahindra XUV300,20.1,bangalore,White,Disc,SUV,Mahindra,Tubeless Radial,995000.0
4 Speed,3370.0,1410.0,2001,1640.0,785.0,3.0,30000,Manual,2016.612480461705,1840.0,796.0,Maruti Omni,14.0,bangalore,Blue,Drum,Hatchback,Maruti,Tubeless Radial,120000.0
6 Speed,4331.0,2000.0,2013,1671.0,1390.0,4.0,120000,Manual,2013.0,2673.0,1461.0,Nissan Terrano,19.01,bangalore,Others,Drum,SUV,Nissan,Tubeless,575000.0
9 Speed,4656.0,1890.0,2018,1639.0,1954.0,4.0,64389,Automatic,2018.0,2873.0,2143.0,Mercedes-Benz GLC,17.9,bangalore,Silver,Drum,SUV,Mercedes-Benz,Tubeless Radial,3795000.000000001
5 Speed,3395.0,1490.0,2014,1475.0,720.0,3.0,60000,Manual,2014.0,2360.0,796.0,Maruti Alto 800,22.74,bangalore,Others,Drum,Hatchback,Maruti,Tubeless,260000.0
5 Speed,3845.0,1735.0,2015,1530.0,1211.4827735332276,4.0,67245,Manual,2015.0,2450.0,1197.0,Maruti Swift,22.38,bangalore,Silver,Drum,Hatchback,Maruti,Tubeless Radial,539000.0
6 Speed,4440.0,1729.0,2018,1475.0,1238.0,4.0,30518,Automatic,2018.0,2600.0,1591.0,Hyundai Verna,17.0,bangalore,Silver,Drum,Sedan,Hyundai,Tubeless,1006000.0
7 Speed,4549.0,1992.0,2022,1446.0,1395.0,4.0,20000,Automatic,2022.0,2729.0,1332.0,Mercedes-Benz A-Class Limousine,19.255853130413264,bangalore,Others,Disc,Sedan,Mercedes-Benz,Tubeless Radial,3900000.0
5 Speed,4490.0,1730.0,2018,1485.0,1135.0,4.0,102407,Manual,2018.0,2650.0,1248.0,Maruti Ciaz,28.09,bangalore,White,Drum,Sedan,Maruti,Tubeless Radial,796000.0
5 Speed,3985.0,1734.0,2015,1505.0,1066.0,4.0,53606,Manual,2015.0,2570.0,1197.0,Hyundai i20,18.6,bangalore,Red,Drum,Hatchback,Hyundai,Tubeless,636000.0
6 Speed,4222.0,1793.0,2015,1691.0,1543.0,4.0,90000,Manual,2015.0,2578.0,1968.0,Skoda Yeti,17.67,bangalore,Brown,Disc,SUV,Skoda,Tubeless Radial,1400000.0
5 Speed,3995.0,1745.0,2016,1510.0,880.0,4.0,44253,Manual,2017.0,2520.0,1197.0,Maruti Baleno,21.4,bangalore,Blue,Drum,Hatchback,Maruti,Tubeless Radial,615000.0
